Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,16-12-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Hungary,HUN,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,59.77,61.41,68.55,69.19,62,72.92,75.87,73.59,86.3,71.03,79.61,85,91.68,92.33,90.57,87.38,99.03,98.78,94.02,104.52,98.68,112.76,104.03,110.43,103.13,107.37,103.9,111.65,109.09,100.81,110,79.38,71.21,81.65,79.86,86.35,91.35,90.3,84.68,75.55,96.61,78.66,70.5,108.69,94.89,92.61,75.12,104.06,89.61,74.53,85.22,73.44,88.28,102.15,92.61,105.24,98.17,95.47,93.81,90.38,85.88,62.75,
IBRD only,IBD,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,
IDA & IBRD total,IBT,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,17.23178119,19.0923436,19.03975518,17.43882767,18.13110156,17.98644955,21.39546157,18.69031759,21.90519066,23.25299437,24.19898691,24.47395255,23.93634778,27.76796468,27.5195635,25.68923243,27.82918968,28.16472467,24.66374931,25.25095803,28.31908868,24.77465373,27.0125529,25.46109352,29.55632677,29.04412821,27.071609,32.10742164,25.45777032,24.02421961,30.01325986,34.09107411,59.93505485,71.14267729,70.31420738,80.24450452,78.63834443,80.67155976,76.8963505,78.55590074,88.7193915,87.15981848,98.53115708,95.47811814,100.8469489,103.6011849,101.7708758,99.32935164,103.8070373,93.70424234,105.719653,100,100,100,100,100,100,100,100,100,,,
IDA total,IDA,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,14.36615658,16.22476694,16.0841964,14.32994121,14.9578601,14.69791845,18.14163914,15.25310638,18.55222808,19.78103782,20.65874989,20.98703742,20.2119197,24.17921909,23.77357377,21.77725451,23.93856676,24.04555407,20.34700656,20.94463964,23.93873406,20.02782085,22.20028187,20.32049668,24.62401711,23.98497991,21.76613848,26.99494528,19.67867801,17.96942185,24.38303276,27.99029382,51.38834657,64.99811633,63.74330354,75.6623771,73.58800413,76.06509963,71.20773717,73.12765933,85.78257368,83.7590533,98.12940123,94.20166509,101.0920575,104.6730065,102.3177935,99.1118468,105.036567,91.61935734,107.7368748,100,100,100,100,100,100,100,100,100,,,
IDA blend,IDB,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,
Indonesia,IDN,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,16.93,18.31,17.38,18.43,18.18,18.73,17.97,20.75,21.04,22.22,22.82,22.71,24.61,25.62,25.16,25.08,26.09,27.92,29.16,31.41,33.74,33,35.47,38.55,39.32,41.33,41.81,44.26,46.35,47.83,49.25,52.79,53.4,53.3,58.73,59.86,57.03,58.5,59.7,61.34,62.33,65.49,70.06,73.48,76.85,79.15,79.61,84.3,86.83,92.62,94.46,99.52,100.34,99.7,101.32,98.98,108.58,112.99,107.87,108.22,108.64,111.41,
IDA only,IDX,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,14.19384435,16.04396945,15.89504011,14.13031342,14.75390752,14.49565296,17.93271739,15.02726046,18.31940348,19.54004999,20.43113516,20.76836493,19.98687094,23.94522238,23.54516873,21.54469493,23.708702,23.81782976,20.10336775,20.69803017,23.68901536,19.75774718,21.93840788,20.04699877,24.35084254,23.68746995,21.46477232,26.69100409,19.31319609,17.58682658,24.0044505,27.58808068,50.74960158,64.52745311,63.23339338,75.30965036,73.19896061,75.69114403,70.74214099,72.68833337,85.55643811,83.49322371,98.09719556,94.09632776,101.113291,104.768253,102.3642541,99.09311664,105.1367033,91.43963355,107.9001547,100,100,100,100,100,100,100,100,100,,,
Isle of Man,IMN,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,24.73,24.48,25.2,25.85,24.33,24.09,25.99,27.37,28.36,30.19,30.62,28.87,31.4,29.91,33.48,32.69,35.59,37.16,34.56,35.62,38.34,37.32,42.12,42.71,43.34,43.12,42.34,47.62,50.89,50.83,53.31,55.62,56.97,58.87,59.98,62.3,63.54,64.47,67.39,65.87,67.61,60.85,68.92,67.18,71.11,75.28,82.22,82.72,79.77,87.88,94.21,95.63,100.02,101.33,97.64,101.03,107.28,110.84,112.25,115.74,120.63,123.29,
Not classified,INX,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,115.94,117.27,107.69,90.2,93.86,92.41,100.3,102.83,96.57,97.68,102.43,86.23,92.2,87.69,87.5,90.93,117.12,99.38,99.02,100.39,94.78,107.6,92.43,115.16,96.1,89.14,98.51,96.13,89.89,95.92,95.91,99.99,85.91,91.47,93.9,107.35,94.76,93.36,98.67,99.25,100.11,94.98,100.09,113.99,92.73,86.85,84.16,94.61,83.19,85.81,99.14,85.28,96.85,101.25,103.53,95.22,99.13,73.32,90.49,79.1,95.17,99.43,
"Iran, Islamic Rep.",IRN,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,12.28,12.7,12.63,12.98,14.87,15.56,15.46,17.47,17.75,18.06,17.89,20.46,21.15,22.62,23.2,25.33,24.89,26.36,24.49,26.32,31.59,35.56,35.54,37.16,40.05,44.48,44.31,42.64,42.06,53.12,52.16,58.72,61.24,61.76,64.26,68.51,65.96,77.31,70.2,68.84,69.57,84.21,86.61,82.72,92.83,94.7,103.55,73.63,83.06,88.74,86.95,88.79,93.85,98.58,99.46,101.96,95.01,84.62,92.36,81.94,84.35,77.41,
Iraq,IRQ,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,42.28,50.11,40.69,46.38,50.29,53.87,58.53,61.98,66.53,59.46,64.87,77.79,61.32,61.84,64.26,73.08,77.43,80.87,74.17,80.23,79.67,87.53,82.19,86.57,112.57,104.12,92.88,99.22,101.97,121.38,94.82,102.86,121.36,118.33,124.23,126.33,120.76,130.6,119.79,112.69,131.67,150.06,123.31,116.69,123.73,126.38,120.78,104.25,106.49,124.06,133.51,134.28,155.09,144.82,76.18,79,75.67,72.82,127.79,158.63,127.72,104.22,
Iceland,ISL,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,66.44,52.5,47.59,45.96,65.72,23.51,37.74,32.96,27.68,31.9,61.27,46.89,35.01,69.94,36.51,40.38,44.66,71.9,38.94,83.36,62.02,78.06,33.13,103.64,73.73,91.17,98.11,60.98,50.58,51.91,86.77,68.13,60.38,72.9,57.04,76.68,64.56,81.29,69.12,74.9,84.39,71.02,64.87,89.6,99.32,104.67,102.12,101.16,87.28,102.39,79.12,92.05,70.14,81.79,100.47,117.73,111.79,82.85,109.87,102.84,101.66,117.58,
Israel,ISR,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,32.24,33.76,36.91,44.76,45.39,45.32,53.63,56.15,58.05,58.93,67.31,73.79,73.21,76.45,75.29,76.69,78.81,82.38,80.94,83.63,84.82,92.37,95.35,87.66,90.87,84.68,91.6,80.65,84.11,100.12,78.1,83.29,81.66,80.24,94.95,95.5,91.71,96.88,91.49,89.58,88.24,95.65,90.65,102.57,100.73,99.17,100.08,92.38,99.06,96.76,98.53,103.08,103.73,102.91,97.89,99.21,97.34,92.34,96.15,93.42,94.81,99.92,
Italy,ITA,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,93.68,94.43,97.19,101.31,103.32,103.84,113.02,106.06,110.04,109.46,107.92,98.69,109.78,110.34,112.55,105.12,106.62,109.26,118.22,124.45,118.13,112.52,129.99,113.4,114.4,116.35,121.59,109.66,114.59,101.39,118.57,119,113.74,112.01,108.84,112.79,109.57,111.93,121.3,116.25,113.23,107.89,104.1,124.07,118.73,112.64,108.89,111.5,112.97,108.31,108.45,100.58,100.67,95.4,103.06,101.54,96.92,95.4,93.87,97.24,95.16,93.95,
Jamaica,JAM,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,105.54,105.53,113.6,117.92,122.04,122.69,116.4,107.38,99.52,103.59,111.63,111.67,97.92,100.06,96.43,98.33,96.82,106.74,99.18,97.07,94.3,90.58,91.11,98.62,96.51,96.97,98.33,99.76,91.4,95.5,98.5,106.77,115.58,123.6,126.2,131.73,118.77,113.45,116.23,103.35,109.59,105.25,110.09,105.21,95.86,108.62,109.28,96.74,103.24,93.01,100.86,101.83,100.4,100.3,97.31,102.39,99.28,102.89,100.47,97.61,104.45,111.66,
Jordan,JOR,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,39.75,29.53,31.15,46.55,40.98,30.6,38.79,17.61,19.14,13.24,17.17,21.51,10.78,23.13,13.5,12.94,14.87,24.32,16.5,25.39,23.81,24.7,27.27,25.07,31.47,27.7,32.65,38.98,34.21,46.81,37.38,50.64,36.6,48.28,48.67,42.97,42.87,51.19,39.15,53.42,45.63,67.58,58.44,68.42,72.51,71.83,66.59,65.37,73.4,84.57,87.52,83.21,86.82,88.57,103.93,107.5,88.05,90.6,85.61,86.8,95.89,98.36,
Japan,JPN,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,129.53,133.39,134.63,134.96,135.45,138.6,147.39,152.97,144.76,138.51,129.95,139.25,137.9,135.37,140.93,133.98,143.91,138.43,138.92,126.46,126.89,131.42,129.43,132.91,134.02,134.69,131.57,124.19,125.2,123.84,123.21,129.02,113.05,128.21,123.67,120.18,121.48,111.93,115.01,114.41,113.41,111.91,106.01,107.94,110.45,105.08,108.09,108.94,104.43,100.44,100.36,101.42,101.07,101.89,99.82,98.3,98.65,96.95,97.86,95.99,95.82,94.6,
Kazakhstan,KAZ,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.71,72.14,57.33,39.38,42.7,45.84,30.35,55.03,50.7,66.33,67.39,66.08,61.69,67.41,72.79,83.03,69.63,87.3,64.66,110.99,75.64,93.93,93.3,98.39,108.31,114.31,117.87,108.65,117.04,108.65,129.35,
Kenya,KEN,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,12.62,13.71,14.2,14.74,14.59,14.9,15.63,16.77,17.62,17.83,17.85,19.07,20.49,21.18,21.34,23.44,24.91,24.54,26.17,25.36,26.74,29.68,29.69,25.27,30.41,33.56,31.34,34.04,36.83,36.73,52.99,53.83,53.74,55.37,58.7,55.96,53.37,62.78,62.19,57.92,66.82,66.41,67.58,69.09,78.4,79.15,83.84,81.69,80.75,93.82,86.46,92.55,100.34,101.59,98.27,100.15,97.26,108.89,108.66,137.6,133.91,116.97,
Kyrgyz Republic,KGZ,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.9,48.56,42.13,41.82,52.24,63.88,68.87,77.79,81.96,89.01,78.77,84.42,91.41,84.09,86.77,88.23,88.75,94.67,89.03,92.11,88.86,94.88,90.44,103.82,105.74,107.3,109.29,110.09,109.04,97.94,106.82,
Cambodia,KHM,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,20.49,18.08,22.1,23.57,21.75,21.05,22.02,26.79,22.26,29.1,22.03,16.89,11.46,8.97,11.39,11.79,11.05,10.38,7.22,13.91,13.01,15.78,16.78,11.96,15.79,17.78,16.32,21.01,21.57,20.9,20.65,20.03,20.6,20.01,27.14,27.08,27.42,27.77,31.67,31.59,31.92,30.37,37.27,34.69,47.12,51.68,55.08,61.56,65.08,70.8,82.12,85.39,86.93,94.78,97.45,107.77,110.25,113.63,112.94,116.1,131.19,130.37,
Kiribati,KIR,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,35.51,32.64,29.46,31.32,41.83,41.01,47.09,34.37,35.1,37.13,42.84,31.95,42.47,52.1,31.04,41.22,41.79,48.83,44.63,40.59,51.53,47.78,39.36,58.02,58.41,62.73,67,71.6,49.38,40.51,45.53,46.65,46.78,47.3,47.39,55.88,56.02,58.93,59.17,54.72,54.98,55.45,55.79,70.37,70.77,83.68,86.74,87.01,87.08,87.51,87.6,88.86,90.2,89.61,90.19,120.2,120.15,107.65,92.88,92.85,92.93,95.75,
St. Kitts and Nevis,KNA,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,955.93,903.43,818.24,871.98,796.63,811.86,763.1,748.01,583.33,758.82,646.77,589.75,520.98,534.47,538.86,764.31,821.91,840.85,884.88,818.69,789.75,814.57,662.54,710.46,640.56,626.87,625,651.89,604.25,420.7,495.48,663.67,539.6,466.88,466.45,510.79,727.3,596.15,488.68,475.23,477.43,482.19,484.6,625.43,290.38,84.19,88.82,92.85,90.75,87.4,108.78,104.63,105.43,102,98.04,99.96,104.33,105.11,111.43,107.75,109.84,108.37,
"Korea, Rep.",KOR,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,44.17,41.89,45.45,54.59,55.39,59.98,55.39,56.28,63.54,62.66,63.82,64.84,65.68,68.29,78.12,87.21,93.17,100.1,101.24,81.4,91.6,95.3,95.31,95,95.55,98.57,96.31,102.95,106.54,101.46,98.44,103.31,101.41,100.23,107.49,109.48,109.98,105.64,111.84,116.57,118.03,108.68,102.79,111.45,109.58,107.3,106.04,109.74,108.86,101.3,99.66,97.44,99.72,105.44,97.64,96.92,96.22,97.18,97.12,90.26,95.82,93.62,
Kuwait,KWT,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,0.73,0.84,0.92,1.06,1.23,1.39,1.57,1.85,2.19,2.33,2.93,2.58,3.59,4.75,3.97,4.47,5.09,5.42,5.73,6.47,7.31,6.83,6.89,7.59,13.85,18.71,21.62,26.03,25.65,19.2,5.62,5.85,14.02,17.84,22.96,25.63,28.68,30.84,32.79,37.26,35.85,39.1,47.84,49.76,55.39,63.7,68.41,68.56,71.54,75.44,107.96,101.55,121.84,109.54,96.91,93.55,103.95,102.01,121.89,92.27,104.95,109.27,
Latin America & Caribbean (excluding high income),LAC,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,
Lao PDR,LAO,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,7.03,6.88,7.02,9.33,9.34,9.62,10.45,10.2,11.3,11.42,10.69,10.66,11.28,11.58,11.38,10.13,10.98,9.57,12.36,13.5,14.64,14.4,14.25,16.37,16.68,17.02,15.45,14.36,17.93,19.92,17.23,19.89,18.51,21.85,19.09,19.25,21.94,23,27.23,32.29,32.69,36.4,34.84,36.68,38.64,39.68,43.1,46.5,52.83,57.91,64.61,69.68,74.44,90.44,103.79,105.77,97.29,99.09,98.73,102.2,104.6,113.65,
Lebanon,LBN,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,33.67,30.81,34.55,35.66,35.26,33.55,41.7,40.18,34.06,39,43.96,48.03,43.91,52.87,41.13,40.47,40.72,46.73,46.72,51.79,45.71,54.91,52.56,53.3,58.89,64.97,75.65,77.14,82.96,90.12,104.68,108.47,104.85,110.64,121.64,126.91,107.36,98.52,96.61,95.68,86.04,92.4,88.8,97.8,89.99,93.99,91.77,94.14,86.09,92.7,83.29,82.79,87.27,93.97,98.05,107.98,108.32,102.29,99.58,97.95,97.15,97.9,
Liberia,LBR,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,44.85,46.87,46.57,47.71,50.54,54.57,54.86,57.18,57.99,65.66,68.65,68.57,70.27,73.65,71.49,74.46,76.48,75.86,76.04,78.48,79.82,80.97,81.21,85.9,87.13,88.06,89.51,91.37,90.32,60,44.68,50.57,49.77,40.67,40.89,50.05,69.34,76.31,83.88,88.41,86.5,84.59,84.04,87.3,90.71,87.51,100.98,97.42,90.28,91.79,93.96,99.98,95.93,90.47,97.33,112.21,94.53,99.78,106.06,108.58,111.76,115.6,
Libya,LBY,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,13.99,14.87,14.05,12.45,24.34,24.31,28.78,30.14,22.29,23.63,20.02,33.51,43.38,39.77,46.88,51.34,37.67,48.95,45.98,53.14,55.32,57.5,62.4,58.16,60.85,65.22,63.52,65.11,67.77,68.7,69.36,68.16,70.87,74.4,79.88,83.04,87.28,86.12,92.52,84.5,81.02,88.67,90.99,86.18,87.63,87.38,89.79,90.24,91.22,94.93,97.59,100.26,99.73,100.06,98.5,101.44,99.31,99.17,96.44,99.85,98.85,98.35,
St. Lucia,LCA,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,305.46,329.96,335.32,352.28,407.81,401.93,399.75,396.61,388.66,318.45,320.04,322.91,297.5,327.23,279.94,304.55,291.92,325.93,317.47,281.67,283.78,292.72,314.94,346.87,388.14,467.02,408.87,521.56,473.63,510.29,437.8,502.32,508.82,410.72,469.56,445.36,393.83,334.72,251.32,215.3,177.29,211.18,171.8,161.85,123.45,135.8,128.3,158.87,148.65,108.74,110.83,92.31,101.35,102.31,101.3,96.39,100.37,104.32,98.66,79.91,72.91,77.63,
Latin America & Caribbean,LCN,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,99.62239895,99.6329913,99.63902539,99.88110325,99.88677789,99.58243576,99.6110277,99.60098955,99.60950969,99.63376074,99.64709575,99.64515504,99.64724528,99.67434437,99.67727678,99.68405293,99.70101923,99.70813683,99.71674046,99.72496542,99.74205564,99.74717594,99.7444672,99.75746285,99.76819651,99.76218318,99.77723122,99.77989633,99.71786616,99.78090919,99.78382624,99.79226668,99.78993707,99.80101413,99.80909819,99.808097,99.81856014,99.82390963,99.83086415,99.83287542,99.84104209,99.84646183,99.85592261,99.85780452,99.86013013,99.86483932,99.87365628,99.87939766,99.87175905,99.88326008,99.88752139,99.88529246,99.89373193,99.8958001,100,100,100,100,100,100,,,
Least developed countries: UN classification,LDC,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,14.13293021,15.97927395,15.83015132,14.05653579,14.68727168,14.42748446,17.86082049,14.94958598,18.24212734,19.46385721,20.35177813,20.68490556,19.90842252,23.85669438,23.45264638,21.44587498,23.61506622,23.71933167,19.99589946,20.58005197,23.57251223,19.64031949,21.82438791,19.92870706,24.23208317,23.56114169,21.3433883,26.56335307,19.18668212,17.45063317,23.87096344,27.44117675,50.52556246,64.36402794,63.04829044,75.17721754,73.05891238,75.55111186,70.58041478,72.52742861,85.47251585,83.38999043,98.0852244,94.05879006,101.1206352,104.8009307,102.3792481,99.08706857,105.1716732,91.38062576,107.9569216,100,100,100,100,100,100,100,100,100,,,
Low income,LIC,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,13.94968489,15.80545935,15.63832379,13.85768782,14.48567195,14.23313124,17.65920015,14.73563363,18.03556626,19.25769143,20.15902678,20.50788532,19.7092767,23.6799001,23.25814067,21.2567878,23.42642077,23.52340536,19.79320617,20.36889357,23.36220324,19.41027624,21.59236125,19.68674399,23.99284932,23.32151666,21.09352446,26.33981717,18.90715386,17.17096378,23.61907436,27.20142738,50.13249132,64.07778452,62.72559616,74.95350417,72.8109769,75.32956533,70.2631983,72.21395796,85.30478244,83.19353882,98.06160483,93.9820395,101.1366794,104.873676,102.4183105,99.07075331,105.2673952,91.20969434,108.1172888,100,100,100,100,100,100,100,100,100,,,
Liechtenstein,LIE,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,22.9,24.08,24.77,25.84,24.23,24.78,27.46,28.37,28.18,29.59,29.06,28.51,28.43,30.88,32.4,32.49,33.23,35,40.12,42.18,40.3,38.08,42.27,40.19,41.48,42.24,36.51,39.08,36.68,39.95,60.62,52.99,61.51,65.08,66.51,63.49,66.59,68.51,70.63,73.46,70.35,72.74,73.32,71.87,76.67,77.44,76.07,82.84,78.53,98.79,96.64,98.01,103.56,97.76,104.53,97.71,86.75,94.14,95.85,107.34,117.02,95.73,
Lower middle income,LMC,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,
Low & middle income,LMY,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,16.98115224,18.86695481,18.78407694,17.1693852,17.87233288,17.69134277,21.1184865,18.39095655,21.63412184,23.00182907,23.94153808,24.18822958,23.64760761,27.50541777,27.26223378,25.39136217,27.57138788,27.8948025,24.37918786,25.02312642,28.05849646,24.49456738,26.7502007,25.16818794,29.30128931,28.77057109,26.81725652,31.86525241,25.18970984,23.76492464,29.7921024,33.60441756,59.30027099,70.75200128,69.88623496,79.96678855,78.32250092,80.43180757,76.60937363,78.29062015,88.56485238,86.99048475,98.51304695,95.41487304,100.8582965,103.6491335,101.7936004,99.31937197,103.8624834,93.62771435,105.8070803,100,100,100,100,100,100,100,100,100,,,
Lesotho,LSO,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,96.23,93.06,92.83,92.27,90.55,95.95,93.14,92.05,92.06,85.49,90.84,56.03,76.16,119.18,89.75,73.27,132.99,132.48,112.85,94.89,87.15,76.56,74.41,78.2,91.94,82.19,88.14,122.07,116.28,128.16,65.08,74.6,94.51,123.15,77.42,140.16,132.45,114.38,119.32,114.17,147.94,110.14,100.36,99.73,99.85,93.9,91.64,92.16,89.03,128.68,109.65,105.35,110.27,114.24,102.87,82.89,149.5,132.65,86.25,87.47,119.14,107.64,
Late-demographic dividend,LTE,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,95.12337256,95.24039876,95.38145002,95.4933025,95.78592921,95.99413481,96.0610623,96.09773915,96.12243222,96.30222232,96.43048103,96.41808425,96.66411797,96.71641887,96.7712233,96.8468826,96.88430298,97.09058489,97.15073768,97.11295563,97.25059623,97.38661966,97.494109,97.6310201,97.65085859,97.67846733,97.75888346,97.78844665,97.83916573,97.90452577,97.9289927,98.23472646,98.31544421,98.30182078,98.36984923,98.45916847,98.49531415,98.4961778,98.56196198,98.62206451,98.66394716,98.7140459,98.73303536,98.79722309,98.81406375,98.84821602,98.88263838,98.95405382,98.96883996,98.97967952,99.04748177,99.05000075,99.09078838,99.10586077,100,100,100,100,100,100,,,
Lithuania,LTU,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.87,66.39,45.48,53.91,70.06,77.07,71.1,59.93,67.78,55.26,62.61,64.36,59.98,59.79,39.96,57.55,65.15,71.89,56.13,66.63,87.13,80.95,91.1,108.63,100.28,102.91,76.2,94.54,117.67,99.34,105.08,
Luxembourg,LUX,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.82,101.19,122.9,107.51,130.12,110.88,112.68,107.49,120.22,120.09,104.98,102.66,95.01,104.69,108.7,105.53,85.77,90.01,103.18,92.85,89.56,86.94,96.39,
Latvia,LVA,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.11,80.25,58.17,53.06,59.51,62.66,49.34,48.57,50.24,49.37,57.29,54.91,55.74,66.38,58.13,70.5,72.68,68.95,62.37,62.55,84.77,79.1,82.21,112.14,105.64,107.8,71.02,106.48,117.21,100.47,105.2,
"Macao SAR, China",MAC,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,46.28,32.4,32.4,23.14,27.77,46.28,37.03,32.4,41.65,34.71,32.4,39.34,41.65,41.65,41.65,41.65,41.65,50.91,50.91,55.54,55.54,55.54,60.17,60.17,55.54,55.54,55.54,46.28,46.28,41.65,49.03,55.54,58.67,62.48,65.42,69.42,71.54,74.05,75.44,76.37,80.29,83.31,85.46,87.56,89.74,92.57,97.19,96.47,97.14,97.19,95.28,92.57,97.19,100.42,99.97,99.61,99.61,99.66,101.69,102.03,102.6,103.18,
St. Martin (French part),MAF,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,16.83,22.02,24.75,25.48,27.97,23.35,24.27,36.73,27.44,28.1,34.03,30.82,28.16,33.5,30.67,35.31,27.29,33.98,35.24,34.41,29.02,38.75,33.02,35.87,41.08,50.92,43.89,54.23,59.97,54.26,64.7,45.21,46.19,64.13,39.22,72.19,55.5,67.58,59.46,50.6,57.69,63.73,78.78,78.85,70.26,88.95,68.37,77.46,96.59,96.81,99.43,91.87,101.51,101.96,110.39,87.66,107.35,117.05,108.12,93.14,118.58,106.83,
Monaco,MCO,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.67,151.31,99.4,117.12,99.58,105.82,80.98,83.57,83.72,88.03,92.86,94.74,99.82,92.62,86.5,69.53,101.64,85.58,84.95,93.98,66.04,96.57,104.33,87.74,107.93,121.19,128.96,126.53,79.73,135.27,93.04,
Madagascar,MDG,Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,,36.72,39.02,39.66,42.1,41.91,42.61,44.75,46.25,48.59,49.59,49.32,50.3,50.86,57.27,56.88,58.89,57.21,54.41,55.05,57.02,56.25,56.86,60.76,61.48,62.38,65.31,63.38,63.8,67.63,67.62,67.44,67.67,70.47,67.44,68.7,70.07,70.85,69.78,72.3,70.69,73.63,71.85,74.29,77.91,88.16,90.7,92.54,96.27,103.85,106.3,105.45,110.29,97.67,101.75,98.43,99.82,97.24,101.87,102.83,103.99,105.75,108.17,
